,title,price,commit,shop_name,href,brand,RAM,SSD,GPU,CPU,screen
380,戴尔（DELL）XPS15-9510 15.6英寸超轻薄触控高端笔记本电脑( i7-11800H 32G 1T RTX3050Ti 3.5K OLED)银,18999.00,1000+,戴尔京东自营官方旗舰店,https://item.jd.com/100012756657.html,戴尔（DELL）,内存容量：32GB,固态硬盘（SSD）：1TB,显卡型号：RTX 3050Ti,i7-11800H,15.6英寸
381,联想笔记本电脑ThinkPad X1 Nano Evo平台 13英寸 11代酷睿i7 16G 1T 高色域/16:10微边框2K/Win10Pro,13969.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100016883330.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-1160G7,13英寸
382,"京品电脑
华为笔记本电脑MateBook X Pro 2022 14.2英寸11代酷睿i5 16G 512G锐炬显卡/3.1K触控全面屏/超级终端 皓月银",9499.00,1000+,华为京东自营官方旗舰店,https://item.jd.com/100030588244.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1155G7,14.2英寸
383,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔11代7505 16G内存/256G固态硬盘,3399.00,2万+,iru旗舰店,https://item.jd.com/10026657647137.html,iru,none,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔11代7505 16G内存/256G固态硬盘,显卡型号：intel 集成显卡,none,15.6英寸
384,神舟(HASEE)优雅 X4-2020S3 14英寸轻薄笔记本电脑(i5-7267U 8G 512G SSD IPS),3399.00,2万+,神舟电脑京东自营旗舰店,https://item.jd.com/100029333898.html,神舟（HASEE）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-7267U,14英寸
385,联想笔记本ThinkPad T14(EECD)酷睿i5 14英寸高性能轻薄本商务办公(i5-10210U 8G 512G傲腾SSD 指纹),7499.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100017866078.html,ThinkPad,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-10210U,14英寸
386,"京品电脑
华为笔记本电脑MateBook X Pro 2022 14.2英寸11代酷睿i5 16G 512G锐炬显卡/3.1K触控全面屏/超级终端 翡冷翠",9499.00,1000+,华为京东自营官方旗舰店,https://item.jd.com/100030588218.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1155G7,14.2英寸
387,惠普(HP)战66 四代锐龙版 14英寸轻薄笔记本电脑(Zen3架构 8核 R7-5800U 32G 1T 400尼特高色域 一年上门),6299.00,200+,惠普京东自营官方旗舰店,https://item.jd.com/100011172815.html,惠普（HP）,内存容量：32GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,R7-5800U,14英寸
388,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 酷睿i7-6500U+MX130独显 16G内存/256G固态硬盘,4299.00,2万+,iru旗舰店,https://item.jd.com/10026619772274.html,iru,none,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 酷睿i7-6500U+MX130独显 16G内存/256G固态硬盘,显卡型号：MX130,none,15.6英寸
389,联想笔记本ThinkPad T14(00CD)AMD锐龙Pro 14英寸高性能轻薄本商务办公(R5 PRO-5650U 16G 512G 指纹),6799.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100030226130.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-PRO 5650U,14英寸
390,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔十代5205U 16G内存/256G固态硬盘,3199.00,2万+,iru旗舰店,https://item.jd.com/10026619772338.html,iru,内存容量：16GB,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔十代5205U 16G内存/256G固态硬盘,显卡型号：intel 集成显卡,5205U,15.6英寸
391,宏碁(Acer)墨舞P50 英特尔酷睿i5 15.6英寸轻薄笔记本(i5-1135G7 8G 512GPCIe 全高清 Wifi6 雷电4 Win10),3799.00,2000+,宏碁商用京东自营旗舰店,https://item.jd.com/100015377969.html,宏碁（acer）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1135G7,15.6英寸
392,联想笔记本电脑小新Air14 英特尔酷睿i5 14英寸全面屏办公轻薄本(11代i5-1155G7 16G 512G 高色域)银,4699.00,10万+,联想京东自营旗舰店,https://item.jd.com/100011483893.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1155G7,14英寸
393,京东京造 商务本 JDBook Pro 14英寸(11代酷睿i3-1115G4处理器 8G 256G高速固态 FHD Win11) 灰色,3099.00,1000+,京东京造官方自营旗舰店,https://item.jd.com/100028657244.html,京东京造,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,i3-1115G4,14英寸
394,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 酷睿i3-7020U+MX130独显 16G内存/256G固态硬盘,3599.00,2万+,iru旗舰店,https://item.jd.com/10026619772264.html,iru,none,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 酷睿i3-7020U+MX130独显 16G内存/256G固态硬盘,显卡型号：MX130,none,15.6英寸
395,华为笔记本电脑 HUAWEI MateBook X 13英寸 11代酷睿i5 16G+512G 3K触控全面屏/多屏协同/时尚轻薄本 星际蓝,8999.00,500+,华为京东自营官方旗舰店,https://item.jd.com/100026225200.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1130G7,13英寸
396,华为笔记本电脑MateBook 14s 2021 11代酷睿i7-11370H 16G+1TB 锐炬显卡/14.2英寸全面触控屏/轻薄办公本 灰,8999.00,10万+,华为京东自营官方旗舰店,https://item.jd.com/100014761625.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-11370H,其他
397,联想ThinkPad X13 2021(02CD)Evo平台 13.3英寸轻薄笔记本电脑(i7-1165G7 32G 2T 2.5K Win10Pro)4G版,17599.00,1万+,ThinkPad京东自营旗舰店,https://item.jd.com/100020733082.html,ThinkPad,内存容量：32GB,固态硬盘（SSD）：2TB,显卡型号：集成显卡,i7-1165G7,13.3英寸
398,"京品电脑
联想ThinkBook Plus 2 双面屏超轻薄本 Evo平台 13.3英寸 电子墨水屏 i5-1130G7 16G 512G 2.5K触控",8999.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100021861634.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1130G7,13.3英寸
399,和谐号 W041 15.6英寸商务办公手提轻薄笔记本电脑【十代J4125 12G 256G 指纹解锁 180度开合】2022新,1799.00,1000+,和谐号电脑京东自营官方旗舰店,https://item.jd.com/100016537175.html,和谐号（HEXIEHAO）,内存容量：12GB,固态硬盘（SSD）：256GB,显卡型号：intel 集成显卡,J4125,15.6英寸
400,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 酷睿i7-6500U+MX130独显 8G内存/256G固态硬盘,3999.00,2万+,iru旗舰店,https://item.jd.com/61362161687.html,iru,none,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 酷睿i7-6500U+MX130独显 8G内存/256G固态硬盘,显卡型号：MX130,none,15.6英寸
401,机械师创物者-Young15轻薄本商务办公游戏本15.6英寸笔记本电脑全面屏180°开合（ I3-10110U 8G 512G）,2989.00,2000+,机械师京东自营旗舰店,https://item.jd.com/100019498842.html,机械师（MACHENIKE）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i3-10110U,15.6英寸
402,联想(Lenovo)扬天 S14 锐龙版 14英寸轻薄笔记本电脑(7nm 六核 R5 5500U 16G 512G 长续航),4499.00,5000+,联想商用京东自营旗舰店,https://item.jd.com/100027754522.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：AMD 集成显卡,R5-5500U,14英寸
403,宏碁(acer)Spin5 翻转触控手写轻薄本 2.2K高色域 网课教育办公笔记本电脑 (11代酷睿i7 16G 1TB 双雷电4)灰,7299.00,2000+,宏碁京东自营旗舰店,https://item.jd.com/100022805818.html,宏碁（acer）,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：intel 集成显卡,i7-1165G7,13.5英寸
404,华硕(ASUS) 灵耀X逍遥 英特尔Evo 酷睿i5 超能轻薄本 4K OLED高色域触控屏 翻转笔记本(i5-1135G7 16G 512G),7969.00,2000+,华硕京东自营官方旗舰店,https://item.jd.com/100015066843.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,13.3英寸
405,小米RedmiBook Air 13.3英寸2.5K 高色域全金属超轻薄办公差旅红米笔记本电脑 【立减：500￥】十代i5-16G内存 512G高速固态2.5K屏-荣耀灰,5399.00,1万+,小米官方授权专卖店,https://item.jd.com/67560576397.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-10210Y,13.3英寸
406,华为笔记本电脑MateBook 14 2021 14英寸 锐龙版R5 16G 512G 2K触控全面屏/轻薄办公本/华为分享 深空灰,5999.00,500+,华为京东自营官方旗舰店,https://item.jd.com/100014762179.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-5500U,14英寸
407,华硕(ASUS) 灵耀X逍遥 英特尔Evo 酷睿i7 超能轻薄本 4K OLED高色域触控屏 翻转笔记本(i7-1165G7 16G 1TB),9969.00,2000+,华硕京东自营官方旗舰店,https://item.jd.com/100027740948.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-1165G7,13.3英寸
408,【教育优惠】Apple MacBook Pro 13.3 新款八核M1芯片 8G 512G SSD 银色 笔记本电脑 轻薄本 MYDC2CH/A,10699.00,2000+,Apple产品京东自营旗舰店,https://item.jd.com/100016751668.html,Apple,内存容量：8G,固态硬盘（SSD）：512GB,none,其他,13.3英寸
409,华为笔记本电脑MateBook D 14 SE版 14英寸 11代酷睿 i5 集显 8G+512G 轻薄本/高清护眼防眩光屏/华为分享 银,3999.00,10万+,华为京东自营官方旗舰店,https://item.jd.com/100032149194.html,华为（HUAWEI）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1155G7,14英寸
410,机械师创物者15轻薄本游戏本15.6英寸笔记本电脑全面屏高色域73Wh大电池（ i5-11300H 16G 512G WiFi6网卡）,4769.00,2000+,机械师京东自营旗舰店,https://item.jd.com/100017934166.html,机械师（MACHENIKE）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-11300H,15.6英寸
411,华硕(ASUS) 灵耀X逍遥 英特尔Evo 酷睿i7 超能轻薄本 4K OLED高色域触控屏 翻转笔记本(i7-1165G7 16G 512G),8969.00,2000+,华硕京东自营官方旗舰店,https://item.jd.com/100027740968.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1165G7,13.3英寸
412,华硕灵耀Pro16 AURA版标压锐龙4K OLED游戏性能设计轻薄笔记本电脑(R9-5900HX 32G 1T RTX3050Ti DCI-P3)紫,10999.00,5000+,华硕京东自营官方旗舰店,https://item.jd.com/100015624453.html,华硕（ASUS）,内存容量：32GB,固态硬盘（SSD）：1TB,显卡型号：RTX 3050Ti,R9-5900HX,16英寸
413,雷神(ThundeRobot)911一格小白L1 15.6英寸轻薄商务游戏笔记本电脑i7-1165G7 16G 512G锐炬显卡两年无限保修,4999.00,5000+,雷神京东自营官方旗舰店,https://item.jd.com/100024305316.html,雷神（ThundeRobot）,内存容量：16GB,特性：PCI-E高速固态硬盘，全面屏,显卡型号：intel 集成显卡,i7-1165G7,15.6英寸
414,宏碁(Acer)墨舞P50 15.6英寸轻薄商务笔记本 ( 锐龙R5 PRO 5650U 8G 512GPCle 全高清抗蓝光屏幕 Wifi6 ),3799.00,2000+,宏碁商用京东自营旗舰店,https://item.jd.com/100028952050.html,宏碁（acer）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：AMD 集成显卡,R5-PRO 5650U,15.6英寸
415,宏碁(Acer)墨舞EX215 英特尔酷睿i5 15.6英寸轻薄笔记本(i5-1135G7 锐炬显卡 16G 512GSSD 全高清 Win11),3999.00,2000+,宏碁商用京东自营旗舰店,https://item.jd.com/100030894538.html,宏碁（acer）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1135G7,15.6英寸
416,华为笔记本电脑MateBook 14 2021 14英寸 锐龙版R7 16G 512G 2K触控全面屏/轻薄办公本/华为分享 皓月银,6299.00,500+,华为京东自营官方旗舰店,https://item.jd.com/100014762215.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5700U,14英寸
417,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔十代5205U 16G内存/1024G固态硬盘,3799.00,2万+,iru旗舰店,https://item.jd.com/10026619772340.html,iru,内存容量：16GB,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔十代5205U 16G内存/1024G固态硬盘,显卡型号：intel 集成显卡,5205U,15.6英寸
418,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 十代四核英特尔J4115 16G内存/128G固态硬盘,2799.00,2万+,iru旗舰店,https://item.jd.com/10026745152591.html,iru,内存容量：16GB,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 十代四核英特尔J4115 16G内存/128G固态硬盘,显卡型号：intel 集成显卡,J4125,15.6英寸
419,酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔11代7505 16G内存/1024G固态硬盘,3999.00,2万+,iru旗舰店,https://item.jd.com/10026657647136.html,iru,none,商品名称：酷睿i7+独显/15.6英寸十代高配金属笔记本电脑轻薄本商务大学生上网课IRU超薄便携超极游戏本手提 指纹解锁 英特尔11代7505 16G内存/1024G固态硬盘,显卡型号：intel 集成显卡,none,15.6英寸
420,联想（Lenovo）小新Air15 2021款15.6英寸全面屏11代酷睿超轻薄学生游戏笔记本电脑 标配 i5-1155G7 16G内存 512G固态 锐炬XE高性能显卡,5399.00,2万+,联想众信授权专卖店,https://item.jd.com/10031568720333.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1155G7,15.6英寸
421,联想笔记本电脑 小新AIR14 锐龙版R5 2021新款 大学生轻薄本游戏办公商务超薄笔记本电脑 升配：R5-5500U丨8GB丨512G固态,5199.00,10万+,联想华北授权专卖店,https://item.jd.com/47878949717.html,联想（Lenovo）,内存容量：16GB,特性：PCI-E高速固态硬盘，背光键盘，指纹识别,显卡型号：AMD 集成显卡,R5-5500U,14英寸
422,"京东超市
联想（Lenovo）小新Air14 Plus 酷睿版 14英寸全面屏轻薄笔记本电脑 新】i5-1155G7 16G 512G 2.2K",4746.00,2000+,联想京东自营官方旗舰店,https://item.jd.com/10041894619820.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1155G7,14英寸
423,"京品电脑
宏碁(acer)Spin5 翻转触控手写轻薄本 2.2K高色域 办公笔记本电脑 (6核AMD锐龙R5-5600U 16G 512G 双TypeC)灰",5999.00,2000+,宏碁京东自营旗舰店,https://item.jd.com/100014323665.html,宏碁（acer）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：AMD 集成显卡,R5-5600U,13.5英寸
424,Apple MacBook Pro 16英寸 M1 Pro芯片(10核中央处理器) 16G 512G 深空灰 笔记本电脑 MK183CH/A【行政】,18999.00,0,Apple产品京东自营旗舰店,https://item.jd.com/100032228482.html,Apple,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：APPLE M1 集成显卡,Apple M1 Pro,16英寸
425,"京东超市
荣耀笔记本电脑MagicBook X 15轻薄本手提商务办公超级本华为多屏协同 银｜i5-10210U 8GB 512GB 官方标配",4069.00,1万+,荣耀官方授权专卖店,https://item.jd.com/10030495601065.html,荣耀（HONOR）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-10210U,15.6英寸
426,联想ThinkPad T14s 2021(01CD)酷睿i7 14英寸高性能轻薄笔记本电脑(i7-1165G7 16G 1T 高色域)4G版,10999.00,1000+,ThinkPad京东自营旗舰店,https://item.jd.com/100020763022.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-1165G7,14英寸
427,联想笔记本电脑小新Pro14锐龙版 14英寸全面屏办公轻薄本(8核标压R7-5800H 16G 512G 2.8K 90Hz 护眼屏)银,5799.00,20万+,联想京东自营旗舰店,https://item.jd.com/100026957566.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800H,14英寸
428,联想笔记本电脑小新Air14锐龙版 14英寸全面屏办公轻薄本(6核R5-5500U 16G 512G 高色域 WiFi6)深空灰,4699.00,20万+,联想京东自营旗舰店,https://item.jd.com/100018584132.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-5500U,14英寸
429,联想笔记本电脑 小新Air14Plus锐龙版14英寸全面屏办公轻薄本(8核R7-5800U 16G 512G 2.2K护眼屏 人脸识别),5199.00,20万+,联想京东自营旗舰店,https://item.jd.com/100026957568.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800U,14英寸
430,联想小新Air14 2021超轻薄R5笔记本电脑游戏本15大学生设计师商务办公手提本超高清屏 灰色六核R5-5500U | 512G固态 DC调光高清屏 背光键盘 指纹识别 精装版,4999.00,1万+,联想德信专卖店,https://item.jd.com/10041982127514.html,联想（Lenovo）,内存容量：8GB,特性：PCI-E高速固态硬盘，背光键盘，影院音效,显卡型号：集成显卡,R5-5500U,14英寸
431,"京东超市
惠普（HP）星15青春版2021款轻薄超薄窄边框网课商用办公学生游戏笔记本电脑超极本15.6英寸 11代i5/16G/512G/锐炬显卡",4999.00,5000+,惠普中国京东自营官方旗舰店,https://item.jd.com/10030429992208.html,惠普（HP）,内存容量：16GB,特性：PCI-E高速固态硬盘，大内存（16GB及以上）,显卡型号：intel 集成显卡,i5-1135G7,15.6英寸
432,联想小新Air14 11代酷睿i5金属超轻薄笔记本电脑 学生游戏设计办公本 升级 i5-1155G7 8G内存 512G固态 锐炬XE高性能显卡,4199.00,5万+,联想众信授权专卖店,https://item.jd.com/10035567051287.html,联想（Lenovo）,内存容量：8GB,特性：PCI-E高速固态硬盘，背光键盘，长续航,显卡型号：intel 集成显卡,i5-1155G7,14英寸
433,"京东超市
联想（Lenovo）小新Pro16 标压锐龙版 全面屏轻薄笔记本电脑 R7-5800H 16G 512G GTX1650",6046.00,2万+,联想京东自营官方旗舰店,https://item.jd.com/10029592975826.html,联想（Lenovo）,内存容量：16GB,特性：PCI-E高速固态硬盘，全面屏，Wi-Fi 6,显卡型号：GTX 1650,R7-5800H,16英寸
434,华硕（ASUS）破晓Pro15 15.6英寸轻薄本笔记本电脑 180度开合 WiFi6 i5-1135G7 16G 512G 2G独显,5199.00,1万+,华硕电脑官方旗舰店,https://item.jd.com/10029652730138.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX330,i5-1135G7,15.6英寸
435,"京东超市
联想（Lenovo）小新Pro16 标压锐龙版 全面屏轻薄笔记本电脑 R5-5600H 16G 512G GTX1650",5646.00,2万+,联想京东自营官方旗舰店,https://item.jd.com/10031056034682.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：GTX 1650,R5-5600H,16英寸
436,联想（Lenovo）商用笔记本Thinkpad L14（R5 4650U 16G 512GSSD Win10专业版 14英寸三年质保K）,6668.75,4,none,https://item.jd.com/100021236566.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,none,4650U,14英寸
437,华为笔记本电脑MateBook D 15 2022款 15.6英寸 11代酷睿 i5 16G+512G 集显 轻薄本/护眼全面屏/华为分享 银,4799.00,5000+,华为京东自营官方旗舰店,https://item.jd.com/100030585508.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1155G7,15.6英寸
438,华为笔记本电脑MateBook D 14 2021款 14英寸 11代酷睿 I5 16G+512G 轻薄本/护眼全面屏/多屏协同/Wifi6 银,4999.00,10万+,华为京东自营官方旗舰店,https://item.jd.com/100017048040.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,14英寸
439,微软Surface Laptop 4亮铂金轻薄商务笔记本电脑 11代酷睿i7-1185G7 16G+512G 13.5英寸高色域触屏欧缔兰掌托,12578.00,5000+,微软京东自营官方旗舰店,https://item.jd.com/100011072415.html,微软（Microsoft）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i7-1185G7,13.5英寸
440,Apple MacBook Pro 14英寸 M1 Pro芯片(8核中央处理器 14核图形处理器) 16G 512G 深空灰 笔记本 MKGP3CH/A,14999.00,5000+,Apple产品京东自营旗舰店,https://item.jd.com/100028056854.html,Apple,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,Apple M1 Pro,14.2英寸
441,华硕a豆14 2021新款14英寸高颜值轻薄本笔记本电脑 预装office 幻金粉 i5-1135G7 16G 512G高色域,4989.00,5000+,adol官方旗舰店,https://item.jd.com/10027560281718.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1135G7,14英寸
442,"京东超市
华硕（ASUS）VivoBook14 英特尔酷睿 新品14英寸IPS高清屏轻薄本笔记本电脑 冰晶银 11代i5 16G 512G 锐炬显卡",4299.00,2万+,华硕电脑京东自营官方旗舰店,https://item.jd.com/10031299389342.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,14英寸
443,华为笔记本电脑MateBook D14 2022款全面屏14学生商务轻薄本商务本手提电脑 灰｜D14 i5 16G+512G集显【2022款,4799.00,2万+,华为兴汇聚专卖店,https://item.jd.com/64513897798.html,华为（HUAWEI）,内存容量：16GB,特性：PCI-E高速固态硬盘，大内存（16GB及以上），Wi-Fi 6,显卡型号：intel 集成显卡,i5-1155G7,14英寸
444,联想小新Air14Plus英特尔酷睿i5 14英寸全面屏轻薄笔记本电脑(i5-1155G7 16G 512G 2.2K屏 MX450独显)银,5999.00,10万+,联想京东自营旗舰店,https://item.jd.com/100026959424.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-1155G7,14英寸
445,华为笔记本电脑MateBook X Pro 2021款13.9英寸11代酷睿i7 16G 512G 锐炬显卡/3K触控全面屏/多屏协同 深空灰,8799.00,2万+,华为京东自营官方旗舰店,https://item.jd.com/100012032157.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1165G7,13.9英寸
446,"京品电脑
联想小新Air14 2021锐龙R5(全新7nm)六核超轻薄笔记本电脑 学生办公设计游戏高色域轻薄本 标配【R5 5500U 16G内存 512G固态】",5099.00,5万+,联想航电授权专卖店,https://item.jd.com/27631654906.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：AMD 集成显卡,R5-5500U,14英寸
447,戴尔（DELL）3400灵越5000 14英寸酷睿i5超极本3401轻薄学生游戏办公手提笔记本电脑女 成就 酷睿i5-1035G1 16G内存/512G高速固态【定制版】,4399.00,2万+,戴尔阳光雨尉专卖店,https://item.jd.com/25361143529.html,戴尔（DELL）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1035G1,14英寸
448,Apple MacBook Air 13.3 8核M1芯片(7核图形处理器) 8G 256G SSD 银色 笔记本电脑 MGN93CH/A,7999.00,10万+,Apple产品京东自营旗舰店,https://item.jd.com/100016616050.html,Apple,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,Apple M1,13.3英寸
449,"京品电脑
联想ThinkBook 14 锐龙版 2021款 14英寸轻薄笔记本电脑(7nm 六核 R5 5600U 16G 512G 高色域 长续航)",4999.00,10万+,ThinkPad京东自营旗舰店,https://item.jd.com/100021781178.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-5600U,14英寸
450,联想小新Air15 2021超轻薄笔记本电脑 高色域学生办公设计师游戏本 八核锐龙R7-5700U 16G内存 512G固态 标配版 IPS高色域全面屏｜DC调光 护眼无闪烁,5699.00,10万+,联想华东授权专卖店,https://item.jd.com/10026502063425.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5700U,15.6英寸
451,"京东超市
联想（Lenovo）小新Air14 14英寸 全面屏超轻薄笔记本电脑 i5-1155G7 16G 512G 锐炬显卡 100%sRGB高色域",4446.00,1万+,联想京东自营官方旗舰店,https://item.jd.com/10031067666329.html,联想（Lenovo）,内存容量：16GB,特性：PCI-E高速固态硬盘，全面屏，Wi-Fi 6,显卡型号：intel 集成显卡,i5-1155G7,14英寸
452,"京东超市
联想（Lenovo）小新Pro16 英特尔酷睿i5 全面屏轻薄笔记本电脑 i5-11320H 16G 512G MX450",6046.00,5000+,联想京东自营官方旗舰店,https://item.jd.com/10029593588857.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-11320H,16英寸
453,戴尔（DELL）笔记本灵越15-3511 15.6英寸超极本轻薄家用学生网课商务办公游戏笔记本电脑 四核酷睿i5-1035G1 高性能集显 16G内存 512GPCIE固态硬盘 热款选择,4399.00,10万+,戴尔华宏创天专卖店,https://item.jd.com/18788509139.html,戴尔（DELL）,内存容量：16GB,商品名称：戴尔（DELL）笔记本灵越15-3511 15.6英寸超极本轻薄家用学生网课商务办公游戏笔记本电脑 四核酷睿i5-1035G1 高性能集显 16G内存 512GPCIE固态硬盘 热款选择,显卡型号：intel 集成显卡,i5-1035G1,15.6英寸
454,联想笔记本电脑IdeaPad14S超轻薄新款大学生网课直播14英寸全面屏游戏手提商务办公全能超极本 i3-1005G1 8G 512G固态旗舰定制推荐 全高清全面屏 皓月银+可升级windows11系,3339.00,2万+,联想有点授权专卖店,https://item.jd.com/30500546633.html,联想（Lenovo）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i3-1005G1,14英寸
