,title,price,commit,shop_name,href,brand,RAM,SSD,GPU,CPU,screen
166,宏碁(Acer)墨舞EX214 英特尔酷睿i5 14英寸金属轻薄笔记本(11代i5 锐炬显卡 16G 512GSSD IPS全高清 Wifi6),4199.00,2000+,宏碁商用京东自营旗舰店,https://item.jd.com/100010728845.html,宏碁（acer）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-1135G7,14英寸
167,荣耀笔记本 MagicBook X 15 2021 15.6英寸全面屏轻薄笔记本电脑 （i3 8GB 256GB多屏协同）冰河银,3599.00,10万+,荣耀京东自营旗舰店,https://item.jd.com/100021400856.html,荣耀（HONOR）,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,i3-10110U,15.6英寸
168,联想笔记本电脑YOGA Pro14s (Yoga Slim 7)14英寸超轻薄触控商务本(R7-5800U 16G 512G 2.8K OLED屏)Carbon版,7299.00,2万+,联想京东自营旗舰店,https://item.jd.com/100028416534.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800U,14英寸
169,RedmiBook Pro 14增强版 14英寸轻薄笔记本电脑（标压i7-11390H MX450 16+512G 2.5K全面屏 铝合金机身）灰,5899.00,5万+,小米京东自营旗舰店,https://item.jd.com/100025374004.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i7-11390H,14英寸
170,"京品电脑
惠普（HP）战99 15.6英寸高性能笔记本设计师本工作站（i7-11800H/32G/1TSSD/T600独显/高色域/IR/1年上门）",10299.00,1万+,惠普京东自营官方旗舰店,https://item.jd.com/100023572580.html,惠普（HP）,内存容量：32GB,固态硬盘（SSD）：1TB,显卡型号：T600,i7-11800H,15.6英寸
171,华硕无畏Pro14 酷睿版 2.8K OLED屏轻薄笔记本电脑(英特尔酷睿i5标压 16G 512G 100%DCI-P3 600nit 90Hz)银,5799.00,5000+,华硕京东自营官方旗舰店,https://item.jd.com/100014195837.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：intel 集成显卡,i5-11300H,14英寸
172,联想ThinkBook 14p AMD锐龙标压 14英寸高性能轻薄笔记本电脑 R7-5800H 32G 512G 16:10 2.2K 高色域 Win11,6999.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100016194043.html,ThinkPad,内存容量：32GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800H,14英寸
173,【教育优惠】AppleMacBookAir13.3 新款8核M1芯片(7核图形处理器) 8G 256G SSD 金色 笔记本电脑 MGND3CH/A,7199.00,2万+,Apple产品京东自营旗舰店,https://item.jd.com/100009554935.html,Apple,内存容量：8G,固态硬盘（SSD）：256GB,none,其他,13.3英寸
174,海尔（Haier）逸15-15SH 轻薄商务高效办公窄边大屏便携笔记本电脑（Intel 5205U 8G 512G SSD Win 10）,2599.00,1万+,海尔电脑京东自营旗舰店,https://item.jd.com/100010414657.html,海尔（Haier）,内存容量：8GB,特性：PCI-E高速固态硬盘,显卡型号：intel 集成显卡,5205U,15.6英寸
175,小米笔记本Pro14增强版14英寸轻薄笔记本电脑(标压i5-11320H MX450 16+512G 2.5K 120Hz流速屏 铝合金机身)银,5999.00,2万+,小米京东自营旗舰店,https://item.jd.com/100025373938.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-11320H,14英寸
176,联想ThinkPad S2 （47CD）酷睿i5 13.3英寸轻薄笔记本电脑（i5-10210U 8G 512G 指纹识别 背光键盘）黑,4499.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100014477543.html,ThinkPad,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-10210U,13.3英寸
177,宏碁(Acer)墨舞EX215 15.6英寸轻薄大屏办公笔记本(英特尔四核N5100 8G 256GSSD 全高清防眩光雾面屏 Win11),2699.00,1万+,宏碁商用京东自营旗舰店,https://item.jd.com/100030898396.html,宏碁（acer）,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：intel 集成显卡,N5100,15.6英寸
178,联想笔记本电脑ThinkPad X1 Nano Evo平台 13英寸 11代酷睿i7 16G 512G 16:10微边框 2K A面编织纹理,9969.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100014713259.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1160G7,13英寸
179,小米RedmiBook Pro 15 2021新品 3.2K屏红米笔记本电脑超轻薄游戏学生办公手提本 【增强版】11代i5-11320H 锐炬Xe显卡 16G内存 512G固态 3.2K超视网膜全面屏,5199.00,5000+,小米官方授权专卖店,https://item.jd.com/67640813239.html,小米（MI）,内存容量：16GB,特性：PCI-E高速固态硬盘，雷电接口，Wi-Fi 6,显卡型号：intel 集成显卡,i5-11320H,15.6英寸
180,联想笔记本电脑ThinkPad X1 Nano Evo平台 13英寸 11代酷睿i7 16G 512G 16:10微边框 2K A面编织纹理,9969.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100014713259.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1160G7,13英寸
181,小米RedmiBook Pro 15 2021新品 3.2K屏红米笔记本电脑超轻薄游戏学生办公手提本 【增强版】11代i5-11320H 锐炬Xe显卡 16G内存 512G固态 3.2K超视网膜全面屏,5199.00,5000+,小米官方授权专卖店,https://item.jd.com/67640813239.html,小米（MI）,内存容量：16GB,特性：PCI-E高速固态硬盘，雷电接口，Wi-Fi 6,显卡型号：intel 集成显卡,i5-11320H,15.6英寸
182,"京品电脑
联想ThinkPad S2 2021 酷睿i5 13.3英寸轻薄笔记本电脑(i5-1135G7 16G 512GSSD 100%sRGB 触控屏)黑",6499.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100020137548.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,13.3英寸
183,惠普(HP)246 G8 14英寸商务轻薄笔记本电脑(英特尔酷睿11代i3-1115G4 8G 256G Win10 office 一年上门)银色,3299.00,5000+,惠普京东自营官方旗舰店,https://item.jd.com/100020878558.html,惠普（HP）,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,i3-1115G4,14英寸
184,机械革命（MECHREVO）S5 14英寸100%sRGB（i5-11320H 16G 512G 雷电4）轻薄笔记本电脑,4299.00,1万+,机械革命京东自营官方旗舰店,https://item.jd.com/100028210332.html,机械革命（MECHREVO）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-11320H,14英寸
185,"京品电脑
联想笔记本电脑ThinkPad X1 Carbon 2021款 Evo平台 14英寸11代酷睿i7 16G 1T/4G版/微边框4K/Win10Pro",16999.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100011157085.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-1165G7,14英寸
186,Apple MacBook Air 13.3 8核M1芯片(7核图形处理器) 8G 512G SSD 深空灰 笔记本电脑 Z124000C5,8599.00,10万+,Apple产品京东自营旗舰店,https://item.jd.com/100012169605.html,Apple,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,Apple M1,13.3英寸
187,"京品电脑
华为笔记本电脑MateBook X Pro 2022 14.2英寸11代酷睿i7 16G 1TB锐炬显卡/3.1K触控全面屏/超级终端 深空灰",12499.00,1000+,华为京东自营官方旗舰店,https://item.jd.com/100016962165.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-1195G7,14.2英寸
188,Apple MacBook Pro 13.3 八核M1芯片 16G 256G SSD 银色 笔记本电脑 轻薄本 Z11D,10399.00,10万+,Apple产品京东自营旗舰店,https://item.jd.com/100016724446.html,Apple,内存容量：16GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,Apple M1,13.3英寸
189,华为HUAWEI MateBook E 12.6英寸OLED全面屏二合一笔记本电脑 平板电脑轻薄办公本11代酷睿i5 8+256GB WIFI蓝,5999.00,1万+,华为京东自营官方旗舰店,https://item.jd.com/100029355546.html,华为（HUAWEI）,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：intel 集成显卡,i5-1130G7,其他
190,联想ThinkBook 15 锐龙版（BJCD）15.6英寸轻薄笔记本电脑 (R5 5600U 16G 512G Win11),4699.00,10万+,ThinkPad京东自营旗舰店,https://item.jd.com/100028478088.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-5600U,15.6英寸
191,华硕灵耀Pro14 标压锐龙2.8K OLED游戏性能设计轻薄笔记本电脑(R7-5800H 16G 512G RTX3050 DCI-P3 600nit)黑,7499.00,5000+,华硕京东自营官方旗舰店,https://item.jd.com/100026269866.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：RTX 3050,R7-5800H,14英寸
192,联想ThinkBook 15 锐龙版（APCD）15.6英寸轻薄笔记本电脑 (R7 5800U 16G 512G MX450独显 Win11),5499.00,10万+,ThinkPad京东自营旗舰店,https://item.jd.com/100027064340.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,R7-5800U,15.6英寸
193,联想YOGA Duet 二合一平板笔记本电脑 商务办公本(i5-1135G7 16G+512G 2K触屏 雷电4  键盘+内置手写笔),6999.00,2万+,联想京东自营旗舰店,https://item.jd.com/100011176013.html,联想（Lenovo）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,13英寸
194,戴尔笔记本电脑dell灵越3511 15.6英寸高性能商务全面屏办公轻薄本(11代i7-1165G7 16G 512G MX350 2G)银,6299.00,2万+,戴尔京东自营官方旗舰店,https://item.jd.com/100024305342.html,戴尔（DELL）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX350,i7-1165G7,15.6英寸
195,华为笔记本电脑MateBook X Pro 2021款13.9英寸11代酷睿i5 16G 512G 锐炬显卡/3K触控全面屏/多屏协同 深空灰,7999.00,2万+,华为京东自营官方旗舰店,https://item.jd.com/100023181396.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,13.9英寸
196,联想ThinkBook 15p 15.6英寸高性能轻薄笔记本电脑设计师(i5-11400H 16G 512G GTX1650 Win11),6899.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100016367307.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：GTX 1650 Max-Q,i5-11400H,15.6英寸
197,Apple MacBook Pro 13.3 八核M1芯片 8G 256G SSD 银色 笔记本电脑 轻薄本 MYDA2CH/A,9999.00,10万+,Apple产品京东自营旗舰店,https://item.jd.com/100016616048.html,Apple,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,Apple M1,13.3英寸
198,荣耀MagicBook 16 2021 16.1英寸高性能标压轻薄笔记本电脑(R5-5600H 16+512G 144Hz 7nm)冰河银,4999.00,10万+,荣耀京东自营旗舰店,https://item.jd.com/100026699678.html,荣耀（HONOR）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：AMD 集成显卡,R5-5600H,16.1英寸
199,联想ThinkBook 15 2021款 酷睿版(0FCD)酷睿i5 15.6英寸轻薄笔记本(i5-1155G7 16G 512G MX450 Win11),5799.00,20万+,ThinkPad京东自营旗舰店,https://item.jd.com/100027363722.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-1155G7,15.6英寸
200,戴尔DELL成就 13.3英寸英特尔Evo超能轻薄本酷睿i7笔记本电脑(标压i7-11390H 16G 512G 2.5K护眼屏)橄榄灰,6799.00,5000+,戴尔京东自营官方旗舰店,https://item.jd.com/100025600230.html,戴尔（DELL）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-11390H,13.3英寸
201,小米(MI)笔记本Pro14锐龙版 14英寸高性能标压笔记本电脑(标压8核R7-5800H2.5K 16+512G 120Hz流速屏)银,5499.00,2000+,小米京东自营旗舰店,https://item.jd.com/100015793493.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：AMD 集成显卡,R7-5800H,14英寸
202,"京品电脑
惠普(HP)战X锐龙版 14英寸高性能轻薄笔记本电脑(Zen3架构8核R7-5800U 16G 512GSSD 高色域低功耗屏一年上门)",5999.00,2万+,惠普京东自营官方旗舰店,https://item.jd.com/100011172813.html,惠普（HP）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800U,14英寸
203,小米RedmiBook Pro 14 2021旗舰新品红米笔记本电脑金属超轻薄学生游戏办公电脑 【增强版】i5-11320H 锐炬显卡 16G+512G高速固态2.5K超视网膜全面屏,4999.00,1万+,小米官方授权专卖店,https://item.jd.com/69612575924.html,小米（MI）,内存容量：16GB,特性：PCI-E高速固态硬盘，雷电接口，Wi-Fi 6,显卡型号：intel 集成显卡,i5-11320H,14英寸
204,华硕(ASUS) Vivobook15 2021版 11代英特尔酷睿i7 15.6英寸轻薄笔记本电脑(i7-1165G7 16G 512 锐矩 Win11)银,5499.00,2万+,华硕京东自营官方旗舰店,https://item.jd.com/100025776788.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1165G7,15.6英寸
205,Apple MacBook Air 13.3 8核M1芯片(7核图形处理器) 8G 512G SSD 银色 笔记本电脑 Z127000C5,8599.00,10万+,Apple产品京东自营旗舰店,https://item.jd.com/100012169607.html,Apple,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,Apple M1,13.3英寸
206,戴尔DELL成就Vostro 14-3405 14英寸轻薄商务笔记本电脑(AMD R5-3500U 8G 512GSSD ),3799.00,2万+,戴尔京东自营官方旗舰店,https://item.jd.com/100016551542.html,戴尔（DELL）,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-3500U,14英寸
207,"京品电脑
 惠普HP 13.3英寸 星13Air轻薄笔记本电脑 2.5K全面屏 高色域 AMD R7-5800U 16G 512G玫瑰金",5499.00,2000+,惠普京东自营官方旗舰店,https://item.jd.com/100024227946.html,惠普（HP）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800U,13.3英寸
208,华为笔记本电脑MateBook 13s 2021 11代酷睿i7-11370H 16G 512G锐炬显卡/13.4英寸全面触控屏/轻薄办公本 绿,7999.00,2万+,华为京东自营官方旗舰店,https://item.jd.com/100026163662.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-11370H,13.4英寸
209,"京品电脑
联想笔记本ThinkPad T14 酷睿版 酷睿i5 14英寸高性能轻薄本商务办公(i5-10210U 8G 512GSSD 指纹)",6699.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100014298906.html,ThinkPad,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-10210U,14英寸
210,惠普(HP)战X锐龙版15.6英寸高性能轻薄笔记本电脑(Zen3架构8核R7-5800U 16G 512GSSD 高色域低功耗屏),5899.00,2万+,惠普京东自营官方旗舰店,https://item.jd.com/100020773538.html,惠普（HP）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800U,15.6英寸
211,"京品电脑
华硕无畏Pro14 标压锐龙版 2.8K OLED屏轻薄笔记本电脑(R5-5600H 16G 512G 133%sRGB高色域 600尼特 90Hz)银",5299.00,5万+,华硕京东自营官方旗舰店,https://item.jd.com/100021150228.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-5600H,14英寸
212,戴尔DELL灵越14Pro-5418 14英寸高色域防蓝光轻薄商务笔记本电脑(标压i7-11390H 16G 512G 100%sRGB)银,5799.00,10万+,戴尔京东自营官方旗舰店,https://item.jd.com/100013496001.html,戴尔（DELL）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-11390H,14英寸
213,"京品电脑
戴尔笔记本电脑dell灵越15-5505 15.6英寸全高清防眩光轻薄商务笔记本电脑(AMD R5-4500U 16G 512GSSD )",4199.00,2万+,戴尔京东自营官方旗舰店,https://item.jd.com/100018838202.html,戴尔（DELL）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R5-4500U,15.6英寸
214,"京品电脑
联想笔记本ThinkPad P15v(00CD) 15.6英寸高性能本设计师工作站(i7-10750H 32G 2T P620 600n4K屏)",15899.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100008164805.html,ThinkPad,内存容量：32GB,固态硬盘（SSD）：2TB,显卡型号：P620,i7-10750H,15.6英寸
215,荣耀 MagicBook 15 2021 锐龙版 15.6英寸全面屏轻薄笔记本电脑（R7 5700U 16G 512G 7nm 多屏协同）冰河银,4999.00,2万+,荣耀京东自营旗舰店,https://item.jd.com/100024758224.html,荣耀（HONOR）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5700U,15.6英寸
216,联想ThinkBook 13x 高端超轻薄笔记本 Evo平台 13.3英寸 (i5-1130G7 16G 512G 2.5K全面屏 Win11),6999.00,20万+,ThinkPad京东自营旗舰店,https://item.jd.com/100027098836.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1130G7,13.3英寸
217,联想ThinkBook 16p AMD锐龙标压 16英寸高性能轻薄笔记本电脑设计师R9-5900HX 32G 1T RTX3060 2.5K Win11,12599.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100027351764.html,ThinkPad,内存容量：32GB,固态硬盘（SSD）：1TB,显卡型号：RTX 3060 Max-Q,R9-5900HX,16英寸
218,"京品电脑
戴尔DELL灵越14Pro-5418 14英寸高色域防蓝光轻薄商务笔记本电脑(标压i5-11320H 16G 512G MX450 100%sRGB)银",6599.00,10万+,戴尔京东自营官方旗舰店,https://item.jd.com/100025382112.html,戴尔（DELL）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-11320H,14英寸
219,联想笔记本电脑ThinkPad X1 Nano Evo平台 13英寸 11代酷睿i5 16G 512G 16:10微边框 2K,7999.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100014713271.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1130G7,13英寸
220,荣耀笔记本MagicBook V 14 14.2英寸Evo轻薄笔记本(i5-11320H 16+512锐炬显卡 90Hz 500万双摄 触控全面屏)灰,6199.00,2000+,荣耀京东自营旗舰店,https://item.jd.com/100014408609.html,荣耀（HONOR）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-11320H,14.2英寸
221,华为笔记本电脑MateBook X Pro 2021款13.9英寸11代酷睿i5 16G 512G 锐炬显卡/3K触控全面屏/多屏协同 皓月银,7999.00,2万+,华为京东自营官方旗舰店,https://item.jd.com/100012032155.html,华为（HUAWEI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,13.9英寸
222,联想ThinkBook 15p 15.6英寸高性能轻薄笔记本电脑(i7-11800H 16G 512G RTX3050 4K Win11),9999.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100014650225.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：RTX 3050 Max-Q,i7-11800H,15.6英寸
223,"京品电脑
惠普(HP)战X锐龙版13.3英寸高性能轻薄笔记本电脑(Zen3架构8核R7-5800U 16G 512GSSD高色域低功耗屏一年上门)",6099.00,2万+,惠普京东自营官方旗舰店,https://item.jd.com/100020773604.html,惠普（HP）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800U,13.3英寸
224,"京品电脑
宏碁(Acer)新蜂鸟Fun 14英寸轻薄本 学生商务办公笔记本电脑(11代英特尔酷睿i5-1135G7 16G 512GSSD wifi6)银",4099.00,2万+,宏碁京东自营旗舰店,https://item.jd.com/100015519168.html,宏碁（acer）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,14英寸
225,联想ThinkPad S2 2020（0LCD）酷睿i5 13.3英寸轻薄笔记本电脑（i5-10210U 16G 512GSSD）黑,6299.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100026112690.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-10210U,13.3英寸
226,宏碁(Acer)传奇X 14英寸 高性能 轻薄 游戏 笔记本电脑(R7-5800U 16G 512GSSD RTX3050 4G独显 高色域屏)金,6499.00,2万+,宏碁京东自营旗舰店,https://item.jd.com/100012600945.html,宏碁（acer）,内存容量：16GB,特性：PCI-E高速固态硬盘，背光键盘，Wi-Fi 6,显卡型号：RTX 3050,R7-5800U,14英寸
227,联想ThinkBook 13s 2021款 酷睿i5 13.3英寸轻薄笔记本 i5-1135G7 16G 512G 2.5K Win11,5999.00,20万+,ThinkPad京东自营旗舰店,https://item.jd.com/100028743504.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-1135G7,13.3英寸
228,小米笔记本Pro X 15.6英寸轻薄笔记本电脑(标压i7-11370H RTX3050Ti 16+512G 3.5K大师屏OLED 铝合金机身)灰,9999.00,2万+,小米京东自营旗舰店,https://item.jd.com/100022195996.html,小米（MI）,内存容量：32GB,固态硬盘（SSD）：1TB,显卡型号：RTX 3050Ti,i7-11370H,15.6英寸
229,华硕无畏二合一 13.3英寸OLED触屏平板电脑轻薄办公笔记本电脑(Intel四核 8G 256G 100%DCI-P3 550nit护眼屏),4999.00,100+,华硕京东自营官方旗舰店,https://item.jd.com/100031282782.html,华硕（ASUS）,内存容量：8GB,固态硬盘（SSD）：256GB,显卡型号：集成显卡,N6000,13.3英寸
230,小米笔记本Pro15增强版15.6英寸轻薄笔记本电脑(标压i5-11320H MX450 16+512G 3.5K全面屏OLED 铝合金机身)灰,6999.00,2万+,小米京东自营旗舰店,https://item.jd.com/100013490645.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-11320H,15.6英寸
231,攀升MaxBook P1 Pro+英特尔酷睿i7 15.6英寸商务办公手提轻薄笔记本电脑（i7 1065G7 16G 512G 金属机身）,3999.00,1万+,攀升京东自营官方旗舰店,https://item.jd.com/100024362840.html,攀升（IPASON）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1065G7,15.6英寸
232,"京东超市
京东京造 2021新款11代酷睿14英寸全面屏全金属教育办公商务超薄本 JDBook 笔记本电脑 i3-1115G4 8G 512G固态 WIFI6 轻薄本 银色 京造",2998.00,5000+,京东京造笔记本京东自营旗舰店,https://item.jd.com/10023377078230.html,京东京造,内存容量：8GB,特性：PCI-E高速固态硬盘,显卡型号：集成显卡,none,14英寸
233,荣耀笔记本电脑 MagicBook 15 2021 15.6英寸全面屏/多屏协同轻薄本(11代酷睿i5 1135G7 16GB 512GB MX450)银,5269.00,5万+,荣耀京东自营旗舰店,https://item.jd.com/100010111331.html,荣耀（HONOR）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-1135G7,15.6英寸
234,联想ThinkBook 15p 15.6英寸高性能轻薄笔记本电脑 设计师 8核i7标压 16G 512G GTX1650Ti 4K屏,8999.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100018778116.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：GTX 1650Ti,i7-10870H,15.6英寸
235,"京东超市
京东京造 2021新款11代酷睿14英寸全面屏全金属教育办公商务超薄本 JDBook 笔记本电脑 i3-1115G4 8G 256G固态 WIFI6 轻薄本 银色 京造",2798.00,5000+,京东京造笔记本京东自营旗舰店,https://item.jd.com/10026908694054.html,京东京造,内存容量：8GB,特性：PCI-E高速固态硬盘,显卡型号：intel 集成显卡,i3-1115G4,14英寸
236,Apple MacBook Pro 13.3 八核M1芯片 8G 512G SSD 银色 笔记本电脑 轻薄本 MYDC2CH/A,11499.00,10万+,Apple产品京东自营旗舰店,https://item.jd.com/100016616028.html,Apple,内存容量：8GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,Apple M1,13.3英寸
237,联想笔记本电脑ThinkPad X1 Carbon 2021款 英特尔酷睿i7 14英寸11代酷睿i7 16G 1T/4G版/2.2K/Win11,14499.00,2万+,none,https://item.jd.com/100031560960.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：1TB,显卡型号：集成显卡,i7-1165G7,14英寸
238,联想ThinkBook 14p AMD锐龙标压 14英寸高性能轻薄笔记本电脑 R7-5800H 16G 512G 16:10 2.8K OLED Win11,6499.00,5万+,ThinkPad京东自营旗舰店,https://item.jd.com/100029434136.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,R7-5800H,14英寸
239,华硕无畏Pro15 锐龙版 OLED轻薄游戏电竞笔记本电脑(R7-5800H 16G 512G 100%DCI-P3高色域600尼特 RTX3050)银,6599.00,5万+,华硕京东自营官方旗舰店,https://item.jd.com/100026518834.html,华硕（ASUS）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：RTX 3050,R7-5800H,15.6英寸
240,戴尔笔记本电脑Dell灵越16Plus 英特尔酷睿16英寸轻薄全能本设计师 i7-11800H 32G 2TB RTX3060 3K屏 灰蓝,13499.00,5万+,戴尔京东自营官方旗舰店,https://item.jd.com/100013606199.html,戴尔（DELL）,内存容量：32GB,固态硬盘（SSD）：2TB,显卡型号：RTX 3060,i7-11800H,16英寸
241,小米笔记本Pro14增强版14英寸轻薄笔记本电脑(标压i7-11390H MX450 16+512G 2.5K 120HZ流速屏 铝合金机身)银,6999.00,2万+,小米京东自营旗舰店,https://item.jd.com/100025382148.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i7-11390H,14英寸
242,小米RedmiBook Pro 14 2021旗舰新品红米笔记本电脑金属超轻薄学生游戏办公电脑 【增强版】i5-11320H MX450独显 16G+512G高速固态2.5K超视网膜全面屏,4999.00,1万+,小米官方授权专卖店,https://item.jd.com/69612575925.html,小米（MI）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：MX450,i5-11320H,14英寸
243,小米RedmiBook Pro 15锐龙版3.2K高清90Hz红米笔记本电脑学生游戏办公轻薄手提本 6核R5-5600H 16G内存 512G固态 【超视网膜屏 DC调光低蓝光无闪烁】,4999.00,2000+,小米官方授权专卖店,https://item.jd.com/10026420840709.html,小米（MI）,内存容量：16GB,特性：PCI-E高速固态硬盘，指纹识别，Wi-Fi 6,显卡型号：集成显卡,R5-5600H,15.6英寸
244,联想ThinkPad S2 2021 酷睿i7 13.3英寸轻薄笔记本电脑(i7-1165G7 16G 512GSSD 100%sRGB 触控屏)黑,7999.00,2万+,ThinkPad京东自营旗舰店,https://item.jd.com/100016340990.html,ThinkPad,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i7-1165G7,13.3英寸
245,机械革命(MECHREVO)F6 16英寸 2.5K 120Hz高刷新率（i5-11320H 16G 512G 100%sRGB）轻薄笔记本电脑 佛沙银,4699.00,1万+,机械革命京东自营官方旗舰店,https://item.jd.com/100028478090.html,机械革命（MECHREVO）,内存容量：16GB,固态硬盘（SSD）：512GB,显卡型号：集成显卡,i5-11320H,16英寸
